,Crayon news websites
769,http://www.usatoday.com/sports/sd.htm
770,http://www.nba.com/news/
771,http://www.cs.rochester.edu/cgi-bin/ferguson/nfl
772,http://www.sportsnetwork.com/home.asp
773,http://www.mlb.com/NASApp/mlb/mlb/scoreboard/mlb_scoreboard.jsp
774,http://www.sportsline.com/
775,http://www.sportserver.com/baseball/mlb/index.html
776,http://www.nba.com/schedule/
777,http://www.netradio.net/news/audio/football.ram
778,http://www.speedcenter.com/
779,http://nhl.com/onthefly/news/index.html
780,http://www.cs.rochester.edu/cgi-bin/ferguson/mlb
781,http://www.cs.rochester.edu/cgi-bin/ferguson/nhl
782,http://www2.nando.net/newsroom/sports/oth/1995/oth/car/feat/car.html
783,http://www.netradio.net/news/audio/baseball.ram
784,http://www.goracing.com/
785,http://www.msnbc.com/news/SPT_Front.asp
786,http://www.scoopscentral.com/partners/wrestling.html
787,http://www.uscollegehockey.com/news/
788,http://www.nascar.com/
789,http://www.esportsmediagroup.com/
790,http://www.soccernet.com/global/index.html
791,http://broadcast.yahoo.com/sports
792,http://www.soccernet.com/england/index.html
793,http://www.soccernet.com/europe/index.html
794,http://www.dailysoccer.com/
795,http://www.soccernet.com/scotland/index.html
796,http://www.pgatour.com/
797,http://www.nandotimes.com/sports/
798,http://www.fa-premier.com/results/
799,http://www-usa.cricket.org/
800,http://www.netradio.net/news/audio/sports.ram
801,http://www.runnersworld.com/
802,http://www.anecdotage.com/
803,http://humour.mantraonline.com/
804,http://www.starlingtech.com/quotes/qotd.html
805,http://www.free-n-cool.com/coolest/wnew.html
806,http://www.historychannel.com/historychannel/thisday/
807,http://www.positivepress.com/index.php3
808,http://www.m-w.com/cgi-bin/mwwod.pl
809,http://www.life.com/Life/pictday/pictday.html
810,http://www.virtualfreesites.com/free.newest.html
811,http://www.wordsmith.org/words/today.html
812,http://www.almanac.com/
813,http://www.census.gov/cgi-bin/ipc/popclockw
814,http://www.jargon.net/
815,http://www.happynews.com/hn2.htm
816,http://www.dujour.com/riddle/
817,http://www.dujour.com/mondotrivia/
818,http://www.census.gov/cgi-bin/popclock
819,http://www.440int.com/twtd/today.html
820,http://www.dailywav.com/
821,http://www.qod.com/qod.shtml
822,http://www.life.com/Life/thisday/thisday.html
823,http://www.dujour.com/wordangst/
824,http://www.wordwithyou.com/column.htm
825,http://www.interlotto.com/
826,http://aristoday.com/today.html
827,http://www.zeltser.com/NaturalHighs/latest.shtml
828,http://www.satirewire.com/index.shtml
829,http://www.ucomics.com/thefifthwave/viewfw.cfm
830,http://www.ucomics.com/baldo/viewba.htm
831,http://www.unitedmedia.com/comics/getfuzzy/index.html
832,http://www.userfriendly.org/
833,http://www.unitedmedia.com/comics/dilbert/index.html
834,http://www.ucomics.com/calvinandhobbes/
835,http://www.garfield.com/comics/pages/
836,http://umweb2.unitedmedia.com/comics/peanuts/
837,http://www.unitedmedia.com/comics/forbetter/index.html
838,http://www.rodney.com/archive/archive.asp
839,http://www.ucomics.com/doonesbury/
840,http://www.ucomics.com/cathy/
841,http://www.creators.com/comics_show.cfm?comicname=wiz
842,http://www.creators.com/comics_show.cfm?comicname=rug
843,http://www.ucomics.com/ziggy/
844,http://www.unitedmedia.com/comics/bornloser/ab.html
845,http://www.kingfeatures.com/features/comics/zits/about.htm
846,http://www.ucomics.com/nonsequitur/viewnq.cfm
847,http://www.kingfeatures.com/features/comics/theydoit/about.htm
848,http://www.kingfeatures.com/features/comics/tiger/about.htm
849,http://www.kingfeatures.com/features/comics/tumblewd/about.htm
850,http://www.kingfeatures.com/features/comics/zippy/about.htm
851,http://www.netfunny.com/rhf//current.html
852,http://www.fewandfarbetween.com/
853,http://www.unitedmedia.com/comics/marmaduke/index.html
854,http://www.unitedmedia.com/comics/reality/index.html
855,http://www.supercomics.com/CAPTAINRIBMAN.html
856,http://www.kingfeatures.com/features/comics/trudy/about.htm
857,http://www.unitedmedia.com/comics/roseisrose/index.html
858,http://www.ucomics.com/foxtrot/
859,http://www.artcomic.com/today.gif
860,http://www.ucomics.com/bizarro/
861,http://www.unitedmedia.com/comics/nancy/index.html
862,http://www.artcomic.com/roach.gif
863,http://www.unitedmedia.com/comics/luann/index.html
864,http://www.unitedmedia.com/comics/alleyoop/index.html
865,http://www.kingfeatures.com/features/comics/sroper/about.htm
866,http://www.mrboffo.com/daily.html
867,http://www.unitedmedia.com/comics/drabble/index.html
868,http://www.buzzthefly.com/buzzstrips/today.gif
869,http://www.unitedmedia.com/comics/hedge/index.html
870,http://www.unitedmedia.com/comics/jumpstart/index.html
871,http://www.unitedmedia.com/comics/arlonjanis/index.html
872,http://www.reuben.org/lilywong/
873,http://www.mrboffo.com/wdaily.html
874,http://www.unitedmedia.com/comics/buckets/index.html
875,http://www.archiecomics.com/pops_shop/dailycomics/dailycomic.html
876,http://www.ucomics.com/stonesoup/
877,http://www.ucomics.com/tankmcnamara/
878,http://www.ucomics.com/reallifeadventures/
879,http://www.unitedmedia.com/comics/committed/index.html
880,http://www.ucomics.com/closetohome/
881,http://www.ucomics.com/inthebleachers/
882,http://www.unitedmedia.com/comics/franknernest/index.html
883,http://www.ucomics.com/adamathome/
884,http://www.ucomics.com/thefuscobrothers/
885,http://www.kingfeatures.com/features/comics/blondie/about.htm
886,http://www.creators.com/comics_show.cfm?comicname=bc
887,http://www.thefunnypages.com/
888,http://www.kingfeatures.com/features/comics/familyc/about.htm
889,http://www.kingfeatures.com/features/comics/hagar/about.htm
890,http://www.norwich.net/~randyg/images/toon.gif
891,http://www.artcomic.com/thringst.jpg
892,http://www.ucomics.com/overboard/
893,http://cgi.dnai.com/~fillmore/cgi-bin/sviewer.pl
894,http://www.ucomics.com/crankshaft/
895,http://www.artcomic.com/joe.gif
896,http://www.kingfeatures.com/features/comics/dennis/about.htm
897,http://www.kingfeatures.com/features/comics/babyblue/about.htm
898,http://www.goats.com/
899,http://www.unitedmedia.com/comics/meg/index.html
900,http://www.kingfeatures.com/features/comics/hi_lois/about.htm
901,http://www.dilbert.com/comics/geech/index.html
902,http://www.artcomic.com/bobby.gif
903,http://www.ucomics.com/duplex/
904,http://www.unitedmedia.com/comics/tarzan/index.html
905,http://www.ucomics.com/citizendog/
906,http://www.unitedmedia.com/comics/bignate/index.html
907,http://www.unitedmedia.com/comics/betty/index.html
908,http://www.kingfeatures.com/features/comics/popeye/about.htm
909,http://www.kingfeatures.com/features/comics/bbailey/about.htm
910,http://www.kingfeatures.com/comics/fgordon/index.htm
911,http://www.offthemark.com/daily.asp
912,http://www.kingfeatures.com/features/comics/marvin/about.htm
913,http://www.creators.com/comics_show.cfm?comicname=rub
914,http://www.creators.com/comics_show.cfm?comicname=brw
915,http://www.creators.com/comics_show.cfm?comicname=pch
916,http://www.kingfeatures.com/features/comics/orange/about.htm
917,http://www.kingfeatures.com/features/comics/sforth/about.htm
918,http://www.kingfeatures.com/features/comics/phantom/about.htm
919,http://www.soaprope.com/
920,http://www.brunching.com/
921,http://www.kingfeatures.com/features/comics/lockhorn/about.htm
922,http://www.kozmocartoon.com/
923,http://www.kingfeatures.com/features/comics/bgoogle/about.htm
924,http://www.kingfeatures.com/features/comics/fwinker/about.htm
925,http://www.ucomics.com/crabbyroad/
926,http://www.kingfeatures.com/features/comics/grinbear/about.htm
927,http://www.kingfeatures.com/features/comics/bethalf/about.htm
928,http://www.creators.com/comics_show.cfm?comicname=nin
929,http://www.kingfeatures.com/features/comics/spidermn/about.htm
930,http://www.unitedmedia.com/creators/andycapp/index.html
931,http://www.creators.com/comics_show.cfm?comicname=obh
932,http://www.laffaday.com/
933,http://www.creators.com/comics/compage/speed.asphttp://www.creators.com/comics_show.cfm?comicname=bmp
934,http://www.creators.com/comics_show.cfm?comicname=mom
935,http://www.kingfeatures.com/features/comics/mutts/about.htm
936,http://www.kingfeatures.com/features/comics/mtrail/about.htm
937,http://www.kingfeatures.com/features/comics/jparker/about.htm
938,http://www.kevorkianpoint.com/
939,http://www.kingfeatures.com/features/comics/mandrake/about.htm
940,http://www.kingfeatures.com/features/comics/mworth/about.htm
941,http://www.kingfeatures.com/features/comics/crock/about.htm
942,http://www.kingfeatures.com/features/comics/ineedhelp/about.htm
943,http://www.kingfeatures.com/features/comics/fastrack/about.htm
944,http://www.kingfeatures.com/features/comics/bfriends/about.htm
945,http://www.toytrunkrailroad.com/
946,http://www.kingfeatures.com/features/comics/slylock/about.htm
947,http://www.kingfeatures.com/features/comics/pvaliant/about.htm
948,http://www.kingfeatures.com/features/comics/mallard/about.htm
949,http://www.unitedmedia.com/comics/meatloaf/index.html
950,http://www.kingfeatures.com/features/comics/rmorgan/about.htm
951,http://www.creators.com/comics_show.cfm?comicname=bs
952,http://www.kingfeatures.com/features/comics/hazel/about.htm
953,http://www.kingfeatures.com/features/comics/henry/about.htm
954,http://www.kingfeatures.com/features/comics/safehavn/about.htm
955,http://www.kingfeatures.com/features/comics/moosemol/about.htm
956,http://www.creators.com/comics_show.cfm?comicname=lib
957,http://www.kingfeatures.com/features/comics/piranha/about.htm
958,http://www.penmen.com
959,http://www.creators.com/comics_show.cfm?comicname=shg
960,http://www.kingfeatures.com/features/comics/sam_silo/about.htm
961,http://www.kingfeatures.com/features/comics/dinette/about.htm
962,http://www.kingfeatures.com/features/comics/popplace/about.htm
963,http://www.kingfeatures.com/features/comics/curtis/about.htm
964,http://www.kingfeatures.com/features/comics/thenorm/about.htm
965,http://www.kingfeatures.com/features/comics/redeye/about.htm
966,http://www.kingfeatures.com/features/comics/buckles/about.htm
967,http://www.kingfeatures.com/features/comics/apt3g/about.htm
968,http://www.kingfeatures.com/features/comics/katzkids/about.htm
969,http://www.thesun.co.uk/
970,http://www.newsoftheweird.com/archive/index.html
971,http://www.nationalenquirer.com/
972,http://www.humorscope.com/
973,http://www.usatoday.com/news/nweird/nweird.htm
974,http://www.drudgereport.com/
975,http://stars.metawire.com/
976,http://www.adze.com/today/
977,http://www.creators.com/lifestyle_show.cfm?columnsName=jjd
978,http://www.netradio.net/news/audio/titr.ram
979,http://www.freewillastrology.com/pages/horoscope.shtml
980,http://www.joeha.com/whiteboard/
981,http://www.anorak.co.uk/
982,http://www.refdesk.com
983,http://cool.infi.net/
984,http://www.web21.com/
985,http://www.fungame.com/fsod/
986,http://www.usatoday.com/life/cyber/ch.htm
987,http://www.penncen.com/7wonders/7wonders.html
988,http://www.worldvillage.com/famsite.htm
989,http://www.cybermad.com/mystery/mystery.html
990,http://www.drwebster.com/
991,http://www.netsurf.com/nsd/latest.digest.html
992,http://www.browsertune.com/flanga/hotspots.htm
993,/
994,/about/faq.html
995,/using/how.html
996,/using/feedback.html
997,/using/links.html
998,/about/who.html
999,/press/
1000,/using/suggest.html
1001,/using/feedback.html
